id,first_name,last_name,monthly_income,happiness_monthly_income,monthly_saved_money,debt_amount,country,gender,birth_year,weekly_freetime_duration_minute,sleep_duration_hours_daily,child_count,pet_count,reading_book_count_yearly,yearly_vacation_count,daily_socilmedia_duration_minutes,happiness_score,work_situation,safety_feels_at_home,relationship_situation,doing_exercise,state_of_religiosity,bad_habits,family_relation_situation,trust_country_law,education_status,is_parents_alive
1371,Cathleen,Rizzo,8413,0,8413,39980,Indonesia,Female,1998,116,11,4,1,NULL,2,150,5,Yari Zamanli,Evet,Bekar,Hayir,Dindar Degil,Yok,Normal,Hayir,Lise,Ikisi de Yasiyor
1379,Niko,Hoggins,11738,NULL,NULL,28341,Georgia,Male,1998,141,9,0,1,NULL,1,150,3,Yari Zamanli,Evet,NULL,Hayir,Dindar Degil,Yok,Normal,Evet,Ortaokul,Baba Yasiyor
1387,Florance,Englefield,21018,1,17860,23614,Brazil,Male,2000,162,6,3,1,16,1,150,4,Tam Zamanli,Evet,Bekar,Hayir,Dindar Degil,Yok,Normal,Hayir,Yuksek Lisans,Baba Yasiyor
1395,Cullin,Lamond,27486,0,13065,28772,China,Male,1998,282,8,0,1,3,1,150,4,Uzaktan,Hayir,Bekar,Hayir,Dindar Degil,Yok,Cok Iyi,Evet,NULL,Baba Yasiyor
1403,Beau,Strongman,14717,1,3180,17609,Madagascar,Male,1994,189,NULL,2,3,138,11,0,10,NULL,NULL,Evli,Hayir,Dindar,Yok,Cok Iyi,Evet,Lisans,Baba Yasiyor
1411,Irving,Reeks,17560,1,17484,42177,Philippines,Male,1998,283,8,2,5,58,8,0,8,Uzaktan,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Evet,Lisans,Ikisi de Yasiyor
1419,Ellery,Eykelhof,16139,0,5388,48986,Colombia,Male,1979,131,6,2,3,50,6,0,7,Uzaktan,Hayir,Evli,Hayir,Dindar Degil,Yok,Normal,Hayir,Lisans,Baba Yasiyor
1427,Vivyan,Tansley,21169,0,16170,39455,Guatemala,Female,1988,152,8,3,NULL,37,2,90,5,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Yok,Normal,Evet,Lisans,Baba Yasiyor
1435,Claudie,Clibbery,NULL,0,NULL,14239,Albania,Female,1998,228,9,4,NULL,50,NULL,90,6,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Cok Iyi,Hayir,Lise,Ikisi de Yasiyor
1443,Felix,Gerant,18838,1,1712,6368,Indonesia,Male,1993,176,8,2,3,NULL,1,30,3,Tam Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Cok Iyi,Hayir,Ortaokul,Anne Baba Yasamiyor
1451,Tana,Bruineman,NULL,1,18372,24773,China,Female,1998,164,11,2,NULL,50,4,90,6,Tam Zamanli,Hayir,Evli,Hayir,Dindar Degil,Yok,Normal,Evet,Lisans,Ikisi de Yasiyor
1459,Annalise,Dacey,18897,0,16209,30747,Zimbabwe,Female,1998,288,8,2,1,50,4,150,6,Tam Zamanli,Evet,Bekar,Hayir,NULL,Yok,Cok Iyi,Hayir,Lise,Anne Baba Yasamiyor
1467,Archibaldo,Fealey,16163,1,11163,26370,Finland,Male,1998,136,8,2,2,138,11,0,10,Yari Zamanli,Evet,Evli,Hayir,Dindar,Yok,Normal,Evet,Yuksek Lisans,Anne Baba Yasamiyor
1475,Marita,Cockroft,16082,NULL,8855,31440,China,Female,1998,179,6,2,2,58,8,0,8,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Normal,Evet,Lisans,Ikisi de Yasiyor
1483,Reinold,Itter,28326,0,4569,21366,Cyprus,Male,1998,98,7,0,0,5,0,30,1,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Var,Kotu,Evet,Lise,Anne Baba Yasamiyor
1491,Mildred,Gonsalvez,9937,1,9937,37968,Greece,Female,1998,184,7,3,1,16,2,90,5,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Yok,Cok Iyi,Hayir,Lise,Baba Yasiyor
1499,Carmelina,Gyrgorcewicx,27574,0,NULL,49967,Mongolia,Female,1999,166,9,3,2,50,6,0,7,Tam Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Cok Iyi,Evet,Lisans,Anne Baba Yasamiyor
1507,Susanetta,Meaddowcroft,28529,0,12699,15731,Colombia,Female,1998,291,11,2,2,50,6,0,7,Tam Zamanli,Evet,Evli,NULL,Dindar,Yok,Normal,Evet,Lisans,Anne Baba Yasamiyor
1515,Stormy,Lodford,25309,1,NULL,7405,Indonesia,Female,1998,158,7,3,1,16,1,NULL,3,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Normal,Evet,Lise,Ikisi de Yasiyor
1523,Killie,Luxton,11417,1,11417,10000,Ukraine,Male,1994,149,7,0,1,16,1,150,3,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Yok,Normal,Hayir,Ortaokul,Anne Baba Yasamiyor
6,Burty,Ashman,15873,1,7130,40696,Russia,Male,1991,131,7,2,2,58,8,0,8,Tam Zamanli,Evet,Evli,Hayir,Dindar,Yok,Normal,Evet,Yuksek Lisans,Ikisi de Yasiyor
14,Evangelia,Cantera,1921,0,1921,36484,France,Female,1992,79,8,2,1,26,1,30,3,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Normal,Hayir,Lise,Ikisi de Yasiyor
22,Eveleen,Longfield,8386,1,8386,40920,Azerbaijan,Female,1998,132,7,2,1,NULL,NULL,150,3,Uzaktan,Hayir,Bekar,Hayir,Dindar,Yok,Cok Iyi,Hayir,Ortaokul,Ikisi de Yasiyor
30,Kelci,Kipping,19293,1,17261,19881,Japan,Female,1998,NULL,6,NULL,2,50,6,0,7,Yari Zamanli,Evet,Evli,Hayir,Dindar,Yok,Normal,Hayir,Yuksek Lisans,Anne Baba Yasamiyor
38,Hillier,Totman,23591,1,13728,29499,Brazil,Male,1997,193,8,3,2,50,6,0,7,Tam Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Cok Iyi,Hayir,Lisans,Ikisi de Yasiyor
46,Felic,Jervois,21079,1,5227,43742,Croatia,Male,1987,254,6,3,2,70,10,0,9,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Yok,Normal,Evet,Lisans,Anne Baba Yasamiyor
54,Paul,Phillipp,NULL,1,NULL,42518,New Zealand,Male,1998,268,9,2,2,70,10,0,9,Tam Zamanli,Hayir,NULL,Hayir,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
62,Julissa,Gallally,11415,0,4705,23553,China,Female,1998,111,3,2,1,NULL,0,150,2,Tam Zamanli,Hayir,Evli,Hayir,Dindar Degil,NULL,Kotu,Evet,Ortaokul,Baba Yasiyor
70,Myrna,Gaughan,18103,1,9516,20398,Russia,Female,1998,130,7,2,2,58,8,0,8,Tam Zamanli,Evet,Evli,Hayir,Dindar,Yok,Cok Iyi,Evet,Yuksek Lisans,Ikisi de Yasiyor
78,Dall,Garey,19826,1,15963,31159,France,Male,1997,178,6,4,1,16,1,150,3,Tam Zamanli,Evet,NULL,Hayir,Dindar Degil,Yok,Cok Iyi,Evet,Lise,Baba Yasiyor
86,Rowan,Whitnell,14014,NULL,4809,17232,Japan,Male,1994,83,5,0,0,NULL,0,60,1,Yari Zamanli,Hayir,Bekar,Hayir,Dindar Degil,NULL,Kotu,Evet,Lise,Anne Baba Yasamiyor
94,Fanchon,Korneichik,15132,0,5179,30661,Japan,Male,1998,91,9,3,3,55,6,0,7,Uzaktan,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Evet,Lisans,Anne Baba Yasamiyor
102,Orsola,McIlherran,24410,1,7086,15132,Japan,Female,1995,169,8,4,3,138,11,0,10,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Normal,Evet,NULL,Anne Baba Yasamiyor
110,Jacky,Giacoboni,16301,1,1045,24805,Indonesia,Male,1998,138,6,2,2,58,8,0,8,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Cok Iyi,Evet,Yuksek Lisans,Ikisi de Yasiyor
118,Henrie,Kynaston,NULL,0,18639,11834,Brazil,Female,1998,150,9,3,1,15,1,30,3,Yari Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Cok Iyi,Hayir,Lise,Anne Baba Yasamiyor
126,Marj,Sparke,15160,1,1860,9246,China,Female,1998,295,7,2,3,NULL,8,0,8,NULL,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Evet,Yuksek Lisans,Ikisi de Yasiyor
134,Agnes,Artus,15920,1,NULL,3995,Indonesia,Female,1997,155,7,1,0,16,2,90,5,Yari Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Hayir,NULL,Anne Baba Yasamiyor
142,Lev,Fearney,22459,1,5170,10184,Turkmenistan,Male,1992,147,3,2,1,6,1,30,3,NULL,Hayir,Bekar,Hayir,Dindar,Yok,Cok Iyi,Evet,Lise,Ikisi de Yasiyor
150,Jeddy,Burchard,15315,1,3383,33300,Tunisia,Male,1993,295,8,2,2,138,11,0,10,Yari Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Cok Iyi,Evet,Lisans,Ikisi de Yasiyor
158,Rafe,Mowat,29314,1,12158,49419,Croatia,Male,1985,132,8,2,2,58,8,0,8,Uzaktan,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Evet,Lisans,Anne Baba Yasamiyor
166,Isacco,Gyorgy,19217,1,13958,15064,Argentina,Male,1998,167,7,2,2,138,11,0,10,Yari Zamanli,Evet,Bekar,Hayir,NULL,Yok,Normal,Evet,Lisans,Baba Yasiyor
174,Ania,Titcombe,25587,0,8512,35424,Sweden,Male,1992,139,6,1,1,34,1,90,4,Yari Zamanli,Evet,Bekar,NULL,NULL,Yok,Cok Iyi,Evet,Lise,Anne Baba Yasamiyor
182,Stillmann,Losel,4762,1,NULL,4325,Indonesia,Male,1998,269,4,2,1,16,2,90,5,Tam Zamanli,Evet,NULL,Hayir,Dindar,Yok,Normal,Evet,Lisans,Anne Baba Yasamiyor
190,Beverley,Dungey,7558,1,NULL,23046,Saudi Arabia,Female,1997,228,8,4,0,16,2,90,5,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Yok,Normal,Evet,Lisans,Ikisi de Yasiyor
198,Gawen,Casham,16349,0,5949,24687,France,Male,1998,250,7,2,2,NULL,8,0,8,Uzaktan,Evet,Evli,Hayir,Dindar,Yok,Kotu,Evet,Lisans,Ikisi de Yasiyor
206,Paton,Mccaull,22375,1,7458,2848,Sweden,Male,1998,161,7,2,2,70,10,0,9,Uzaktan,Hayir,Bekar,Hayir,Dindar,Yok,Cok Iyi,Evet,Lisans,Baba Yasiyor
214,Ethyl,Leupoldt,15008,1,5847,26863,Philippines,Female,1998,139,10,2,2,58,8,0,8,Uzaktan,Hayir,Bekar,Hayir,Dindar,Yok,NULL,Evet,Lisans,Ikisi de Yasiyor
222,Elise,Drury,21764,0,15260,38484,Russia,Female,1998,96,3,0,0,29,1,NULL,1,NULL,Evet,Bekar,Hayir,Dindar Degil,Var,Kotu,Hayir,Ortaokul,Baba Yasiyor
230,Abagael,Metzing,17339,0,12169,791,Thailand,Female,1998,159,11,2,2,50,6,0,7,Uzaktan,NULL,Bekar,Hayir,Dindar,Yok,Normal,Evet,Yuksek Lisans,Anne Baba Yasamiyor
238,Nyssa,Tabary,14339,0,7470,9045,Finland,Female,1976,98,7,3,0,3,1,30,1,Yari Zamanli,Evet,Bekar,Hayir,Dindar Degil,Var,Kotu,Hayir,Lise,Anne Baba Yasamiyor
246,Verne,Dredge,17825,0,9723,4514,Sweden,Male,1991,155,7,2,1,57,4,90,6,Tam Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Cok Iyi,Evet,Lisans,Baba Yasiyor
254,Franchot,Pechell,NULL,0,6553,49812,Brazil,Male,1998,94,9,0,0,21,1,30,1,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Var,Normal,Hayir,Ortaokul,Ikisi de Yasiyor
262,Angel,Brunke,14593,1,13744,16410,China,Male,1998,124,7,2,0,33,1,150,2,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Yok,Normal,Evet,Ortaokul,Anne Baba Yasamiyor
270,Ossie,Mateev,12670,0,12472,34589,Malawi,Male,1998,60,3,2,3,NULL,1,150,3,Tam Zamanli,Evet,Bosanmis,Hayir,Dindar,Yok,Normal,Evet,Ortaokul,Ikisi de Yasiyor
278,Mendel,Colthard,18909,1,3740,15210,Mexico,Male,1998,60,8,0,0,16,1,150,3,Yari Zamanli,Evet,Bekar,NULL,Dindar Degil,Yok,Normal,NULL,Ortaokul,Ikisi de Yasiyor
286,Locke,Agass,4684,0,3292,43988,Egypt,Male,1998,25,4,1,0,27,0,150,1,Tam Zamanli,NULL,Bosanmis,Hayir,Dindar Degil,Var,Kotu,Hayir,Ortaokul,Anne Baba Yasamiyor
294,Cullan,Denzilow,23601,NULL,NULL,34181,Ethiopia,Male,1988,296,4,2,0,50,4,90,6,Tam Zamanli,NULL,Bekar,Hayir,Dindar,Yok,Normal,Hayir,Lise,Anne Baba Yasamiyor
302,Nickolaus,Curragh,16061,1,94,5530,China,Male,1979,141,7,4,2,58,8,0,8,NULL,Evet,Evli,Hayir,Dindar,Yok,Normal,Evet,Yuksek Lisans,Ikisi de Yasiyor
310,Bronny,Malitrott,15191,0,14322,21811,Denmark,Male,1998,17,4,3,2,NULL,1,150,4,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Cok Iyi,Hayir,Lise,Baba Yasiyor
318,Shawn,Micklem,27009,1,4986,6018,China,Female,1993,66,6,2,0,16,NULL,60,2,Tam Zamanli,Hayir,Evli,Hayir,Dindar Degil,Yok,Kotu,Hayir,Lise,Anne Baba Yasamiyor
326,Michal,Geleman,13795,1,13759,29639,Russia,Male,1998,103,5,4,0,8,0,90,4,Tam Zamanli,Evet,Bekar,Hayir,Dindar Degil,Yok,Normal,Hayir,Yuksek Lisans,Ikisi de Yasiyor
334,Corty,Brane,15083,1,5922,27179,Sweden,Male,1998,169,7,3,3,70,10,0,9,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
342,Marten,Grandin,17378,0,5164,19558,Portugal,Male,1994,220,10,NULL,3,39,1,90,4,Tam Zamanli,Hayir,Evli,Hayir,Dindar Degil,Yok,Normal,Evet,Yuksek Lisans,Ikisi de Yasiyor
350,Antonella,Fairlamb,27411,1,1113,38686,Philippines,Female,1996,50,10,1,0,40,0,90,3,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Yok,Normal,Evet,NULL,Anne Baba Yasamiyor
358,Wyn,French,18343,1,13343,32948,United States,Male,1998,134,8,2,2,50,6,0,7,Yari Zamanli,Hayir,Bosanmis,Hayir,Dindar,Yok,Normal,Hayir,Lisans,Baba Yasiyor
366,Meris,Scallan,NULL,1,14616,38637,Indonesia,Female,1994,126,9,2,1,15,1,150,4,Tam Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Evet,Yuksek Lisans,Ikisi de Yasiyor
374,Alexandra,Clac,24116,0,16300,2112,Colombia,Female,1998,85,11,0,0,16,0,NULL,1,Tam Zamanli,Hayir,NULL,Hayir,Dindar Degil,Yok,Normal,Evet,Ortaokul,Baba Yasiyor
382,Alecia,Haining,13662,0,2125,48116,Japan,Female,1998,122,7,3,3,NULL,6,0,7,Yari Zamanli,Hayir,Bosanmis,Hayir,Dindar,Yok,Normal,Hayir,Lisans,Anne Baba Yasamiyor
390,Codie,Reiner,15897,NULL,NULL,43888,China,Male,1998,294,8,2,2,58,8,0,8,Yari Zamanli,Evet,Evli,Hayir,NULL,Yok,Normal,NULL,Lisans,Ikisi de Yasiyor
398,Waldo,Bushe,12655,1,NULL,23402,Indonesia,Male,1991,171,11,4,2,147,NULL,0,10,Tam Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Evet,Yuksek Lisans,Baba Yasiyor
406,Katey,Pury,18141,1,5241,35042,Poland,Female,1998,140,10,2,2,NULL,8,0,8,Yari Zamanli,Hayir,NULL,Hayir,Dindar,Yok,Normal,Evet,Lisans,Ikisi de Yasiyor
414,Teirtza,Haggard,10610,0,7295,35790,Indonesia,Female,2000,166,5,NULL,1,7,1,90,4,Tam Zamanli,Hayir,Evli,Hayir,Dindar Degil,Yok,Normal,Hayir,Lise,Ikisi de Yasiyor
422,Ervin,McGann,17426,0,NULL,20267,Philippines,Male,2000,75,11,2,0,2,1,150,1,Uzaktan,Evet,Evli,Hayir,Dindar,NULL,Kotu,Evet,Ortaokul,Baba Yasiyor
430,Terence,Letessier,15396,1,10396,7453,China,Male,1992,160,8,2,2,70,10,0,9,Tam Zamanli,Hayir,Bosanmis,Hayir,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
438,Netta,Bettles,NULL,1,11738,7659,Indonesia,Female,1998,156,6,2,2,76,10,0,9,Tam Zamanli,Hayir,Bosanmis,Hayir,Dindar,Yok,Cok Iyi,Evet,Lisans,Baba Yasiyor
446,Dita,De Paoli,27717,1,9269,22570,Brazil,Female,1993,169,6,2,2,77,10,0,9,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Cok Iyi,Evet,NULL,Anne Baba Yasamiyor
454,Farica,La Batie,20540,0,9104,9593,Russia,Female,1998,102,4,0,1,42,1,150,5,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Normal,Hayir,NULL,Ikisi de Yasiyor
462,Booth,Pickles,24660,1,7985,45349,Brazil,Male,1998,213,11,2,2,58,8,0,8,Tam Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Evet,NULL,Anne Baba Yasamiyor
470,Hugo,Tuddall,21129,0,8747,18212,Brazil,Male,1970,34,9,4,0,16,1,30,1,Tam Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Kotu,Evet,NULL,Baba Yasiyor
478,Neille,Armor,25899,1,3167,33428,Lithuania,Female,1998,118,8,3,0,55,4,90,6,Uzaktan,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Evet,Lise,Anne Baba Yasamiyor
486,Vladimir,Lemme,NULL,1,9398,33924,Israel,Male,1994,136,8,2,2,58,8,0,8,Tam Zamanli,Evet,Bosanmis,Hayir,Dindar,Yok,NULL,Evet,Lisans,Anne Baba Yasamiyor
494,Padraig,Cowtherd,25556,1,4762,37634,China,Male,1999,231,7,4,3,NULL,NULL,0,9,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Yok,Cok Iyi,Evet,Lisans,Ikisi de Yasiyor
502,Guido,Cuffe,NULL,NULL,4760,9364,Kazakhstan,Male,1998,15,5,3,0,1,1,30,1,Uzaktan,Evet,Bosanmis,Hayir,Dindar,Yok,Normal,Hayir,Ortaokul,Anne Baba Yasamiyor
510,Margot,Emanson,7311,1,2749,31585,Ireland,Female,1985,250,3,2,3,50,4,150,6,NULL,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Hayir,Lise,Anne Baba Yasamiyor
518,Joshuah,Merriton,22058,1,NULL,9122,Ethiopia,Male,1994,NULL,7,NULL,0,NULL,2,90,5,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Yok,Cok Iyi,Evet,Lisans,Anne Baba Yasamiyor
526,Idalia,Speenden,25170,1,NULL,6856,Russia,Female,1997,287,8,2,2,58,8,0,8,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Normal,NULL,Lisans,Anne Baba Yasamiyor
534,Sandi,Bartelot,NULL,1,2662,38011,Mali,Female,1992,183,10,2,2,138,11,0,10,Tam Zamanli,Hayir,NULL,Hayir,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
542,Kylen,Paudin,29017,0,19754,7084,Brazil,Female,1997,127,7,2,5,58,8,0,8,Yari Zamanli,Evet,Evli,Hayir,NULL,Yok,Cok Iyi,Evet,Lisans,Ikisi de Yasiyor
550,Datha,Epp,6100,0,NULL,26691,Russia,Female,1995,87,7,3,0,16,NULL,30,1,Yari Zamanli,Hayir,NULL,Hayir,Dindar,Yok,Kotu,Hayir,Lise,Baba Yasiyor
558,Ivor,Pariss,12853,1,12853,41082,Philippines,Male,1992,262,NULL,0,2,21,1,90,4,Uzaktan,Hayir,Evli,Hayir,Dindar Degil,Yok,Cok Iyi,Hayir,Lisans,Ikisi de Yasiyor
566,Andria,Deveraux,23315,0,14864,40364,Thailand,Female,1998,241,8,2,1,9,2,90,5,Tam Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Normal,Hayir,Lise,Ikisi de Yasiyor
574,Ferdinande,Obal,19834,1,9259,30260,Georgia,Female,1998,260,6,NULL,NULL,50,6,0,7,Yari Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
582,Addia,Findlay,NULL,0,NULL,48456,Mongolia,Female,1998,33,7,3,3,8,1,90,4,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Yok,Cok Iyi,Hayir,Yuksek Lisans,Anne Baba Yasamiyor
590,Isak,Gallardo,13517,0,1980,26763,Mexico,Male,1998,131,8,2,2,50,6,0,7,Uzaktan,Hayir,Bosanmis,Hayir,Dindar Degil,Yok,Normal,Hayir,Lisans,Anne Baba Yasamiyor
598,Frankie,Arendsen,9699,1,3430,1385,Portugal,Male,1998,73,8,2,3,16,0,30,2,Tam Zamanli,Evet,Bekar,Hayir,Dindar Degil,Yok,Normal,Hayir,Ortaokul,Baba Yasiyor
606,Tabby,Midgely,28948,1,719,1341,China,Male,1998,243,7,2,2,67,8,0,8,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
614,Ailee,Ferreira,25427,0,9887,25957,Poland,Female,1948,136,8,2,1,16,1,30,3,Yari Zamanli,Hayir,Bosanmis,Hayir,Dindar Degil,Yok,Normal,Hayir,Lise,Ikisi de Yasiyor
622,Jerome,Castagneto,23179,0,4823,27929,Poland,Male,1996,94,7,2,0,23,0,15,1,Uzaktan,Hayir,Evli,Hayir,Dindar Degil,Yok,Normal,Hayir,Ortaokul,Ikisi de Yasiyor
630,Wilbur,Basden,6574,0,223,548,Nicaragua,Male,1998,136,4,2,1,50,4,90,6,Uzaktan,Hayir,Evli,Hayir,Dindar,Yok,Cok Iyi,Hayir,Lise,Baba Yasiyor
638,Bald,Teas,11401,1,11192,36135,United States,Male,1998,262,9,0,3,3,0,90,4,Yari Zamanli,Hayir,Evli,Hayir,Dindar Degil,Yok,Cok Iyi,Evet,Lise,Baba Yasiyor
646,Aloysia,Snepp,28655,0,16676,25504,Uzbekistan,Female,1998,NULL,8,2,1,16,1,90,5,Uzaktan,Hayir,Bosanmis,Hayir,Dindar,Yok,Normal,Hayir,Lise,Anne Baba Yasamiyor
654,Doralia,Tuffley,NULL,NULL,NULL,41507,Philippines,Female,1998,138,7,3,2,58,8,0,8,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Normal,Evet,Yuksek Lisans,Baba Yasiyor
662,Basil,Delion,21037,1,13733,16924,Indonesia,Male,1998,115,7,2,1,42,0,150,4,Tam Zamanli,Hayir,Evli,Hayir,Dindar Degil,Yok,Normal,Evet,Lise,Baba Yasiyor
670,Rina,Debney,22947,1,8623,21927,Venezuela,Female,1998,190,8,2,2,138,11,0,10,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Yok,Normal,NULL,Yuksek Lisans,Baba Yasiyor
678,Queenie,Wills,19821,1,375,35601,Philippines,Female,1998,219,7,2,3,51,4,90,6,Yari Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Yok,Cok Iyi,Evet,Yuksek Lisans,Anne Baba Yasamiyor
686,Elicia,Mangin,20572,1,NULL,21829,Japan,Female,1989,171,8,2,2,70,10,0,9,Tam Zamanli,Hayir,Bosanmis,Hayir,Dindar,Yok,Cok Iyi,Evet,Lisans,NULL
694,Duky,Posselwhite,27436,0,10021,47035,China,Male,1998,28,7,3,3,4,0,NULL,4,NULL,Hayir,Bekar,Hayir,Dindar Degil,Yok,Normal,Hayir,Lise,Ikisi de Yasiyor
702,Maurita,Fragino,25324,1,4465,39137,Philippines,Female,1998,153,8,2,2,58,8,0,8,Tam Zamanli,Evet,Evli,Hayir,Dindar,Yok,Normal,Evet,Yuksek Lisans,Ikisi de Yasiyor
710,Troy,Schuler,8793,0,8793,39960,China,Male,1998,NULL,3,4,0,11,2,90,5,Tam Zamanli,Hayir,Bosanmis,Hayir,Dindar Degil,Yok,Cok Iyi,Evet,Yuksek Lisans,Ikisi de Yasiyor
718,Silvan,Maylin,17977,0,15344,41616,China,Male,1998,82,8,0,0,4,0,30,1,Tam Zamanli,Hayir,NULL,Hayir,Dindar Degil,Yok,Kotu,Evet,Lise,NULL
726,Jae,Pach,25948,1,NULL,30510,Russia,Male,1998,203,3,2,0,0,1,90,4,Tam Zamanli,Hayir,Bekar,Hayir,Dindar,Yok,Cok Iyi,Evet,Lise,Baba Yasiyor
734,Ezmeralda,Franchyonok,15293,1,7320,2841,Portugal,Female,1998,232,7,4,2,138,11,0,10,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Var,Cok Iyi,Evet,Yuksek Lisans,Ikisi de Yasiyor
742,Jacobo,Clapston,27550,0,1385,8322,China,Male,2000,158,4,2,0,16,3,150,5,Yari Zamanli,Evet,Bosanmis,Hayir,Dindar Degil,Yok,Normal,Evet,Lisans,Baba Yasiyor
750,Malva,Coulthard,7161,1,7161,25452,Poland,Female,1998,197,7,0,2,16,2,90,5,Tam Zamanli,Hayir,Bekar,Hayir,Dindar Degil,Yok,Normal,Hayir,Lise,Baba Yasiyor
758,Emili,Reisenberg,22301,1,1951,3266,Peru,Female,1967,278,7,1,2,NULL,0,0,10,Tam Zamanli,Hayir,Bosanmis,Hayir,Dindar,Var,NULL,Evet,Yuksek Lisans,Anne Baba Yasamiyor
766,Fanny,Wyne,29170,1,NULL,40545,Thailand,Female,1992,114,11,2,1,16,0,150,2,NULL,Evet,Evli,Hayir,Dindar,NULL,Normal,Evet,Lise,Baba Yasiyor
774,Thorpe,Champneys,8565,0,5160,5153,Sweden,Male,1991,128,6,3,1,35,1,90,5,Tam Zamanli,Evet,Bekar,Hayir,Dindar Degil,Var,Normal,Evet,Lisans,Baba Yasiyor
782,Findlay,Broadbent,3355,0,NULL,17421,Vietnam,Male,1985,172,8,2,0,16,1,30,1,Uzaktan,NULL,Bekar,Hayir,NULL,Var,Normal,Hayir,Lise,Baba Yasiyor
790,Wilton,D'Emanuele,19248,1,11343,15260,Spain,Male,1998,122,8,0,2,16,NULL,0,8,Tam Zamanli,Evet,Bekar,Hayir,NULL,Yok,Cok Iyi,Evet,Yuksek Lisans,Anne Baba Yasamiyor
798,Elyse,Pordall,5512,0,4153,33535,Brazil,Female,1984,89,7,2,1,44,NULL,90,5,Yari Zamanli,Hayir,Bosanmis,Hayir,Dindar,Yok,Normal,Hayir,Lise,Ikisi de Yasiyor
806,Bearnard,Glassman,25662,0,11298,35591,Russia,Male,1994,51,8,1,0,26,0,150,1,Uzaktan,Evet,Bosanmis,Hayir,Dindar,Yok,Kotu,Hayir,Ortaokul,Ikisi de Yasiyor
814,Robbie,Starkey,17899,1,12088,14650,Yemen,Male,1998,214,7,1,5,1,0,0,10,Tam Zamanli,Hayir,Evli,Hayir,Dindar,Var,Normal,Evet,Yuksek Lisans,Baba Yasiyor
822,Wren,Camble,16798,1,3245,45684,Russia,Female,1995,60,3,1,2,16,0,0,8,Tam Zamanli,Evet,Bekar,Hayir,Dindar,Yok,Normal,Evet,Lisans,Baba Yasiyor
830,Sandor,Rawlison,NULL,NULL,18831,16346,Sweden,Male,1987,42,NULL,2,2,16,0,0,8,Tam Zamanli,Evet,Bosanmis,Hayir,Dindar,Yok,Normal,Evet,Lisans,Ikisi de Yasiyor
